"datum_vysledku";"okres";"orp";"pohlavi";"vek_kat";"pocet_pozitivni_primarni";"pocet_testu_u_pozitivnich";"pocet_opakovanych"
"2020-03-22";"CZ0533";"PoliËka";"Z";"20-64";"";"1";""
"2020-08-26";"CZ0203";"Kladno";"Z";"20-64";"2";"6";"4"
"2020-08-13";"CZ020B";"Dob¯Ìö";"Z";"20-64";"2";"2";"0"
"2020-10-14";"CZ0512";"N/A";"M";"20-64";"1";"1";"0"
"2020-09-15";"CZ0209";"N/A";"Z";"0-19";"";"1";""
"2020-10-15";"CZ0511";"»esk· LÌpa";"M";"20-64";"20";"43";"23"
"2020-08-20";"CZ0724";"Vizovice";"M";"20-64";"";"1";""
"2020-10-04";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"20-64";"1";"2";"1"
"2020-10-14";"CZ0634";"MoravskÈ BudÏjovice";"M";"65+";"1";"2";"1"
"2020-10-03";"CZ0521";"Hradec Kr·lovÈ";"M";"20-64";"5";"27";"22"
"2020-08-10";"CZ0803";"HavÌ¯ov";"Z";"65+";"";"2";""
"2020-06-06";"CZ0722";"Uhersk˝ Brod";"Z";"20-64";"";"1";""
"2020-04-07";"CZ0805";"HluËÌn";"Z";"20-64";"3";"8";"5"
"2020-09-30";"CZ0426";"Teplice";"M";"65+";"1";"2";"1"
"2020-10-01";"CZ0326";"Rokycany";"Z";"0-19";"4";"10";"6"
"2020-10-02";"CZ0805";"HluËÌn";"Z";"65+";"2";"4";"2"
"2020-08-18";"CZ0532";"Holice";"M";"20-64";"1";"2";"1"
"2020-09-24";"CZ0100";"Praha";"Z";"0-19";"47";"106";"59"
"2020-04-10";"CZ0724";"ZlÌn";"Z";"65+";"";"6";""
"2020-09-23";"CZ0711";"JesenÌk";"M";"20-64";"";"1";""
"2020-05-11";"CZ0646";"Vyökov";"Z";"65+";"";"1";""
"2020-04-19";"CZ0724";"Vizovice";"Z";"0-19";"";"2";""
"2020-10-08";"CZ0205";"Kutn· Hora";"M";"20-64";"6";"11";"5"
"2020-09-24";"CZ0411";"Aö";"M";"20-64";"2";"4";"2"
"2020-08-17";"CZ0203";"Kladno";"M";"20-64";"";"3";""
"2020-03-27";"CZ0206";"Neratovice";"M";"65+";"";"1";""
"2020-10-08";"CZ0721";"KromÏ¯Ìû";"Z";"65+";"2";"5";"3"
"2020-09-23";"CZ0534";"éamberk";"Z";"20-64";"1";"1";"0"
"2020-09-30";"CZ0712";"äternberk";"Z";"20-64";"4";"8";"4"
"2020-10-12";"CZ0804";"Kop¯ivnice";"M";"20-64";"2";"4";"2"
"2020-10-14";"CZ0802";"Fr˝dek-MÌstek";"Z";"20-64";"22";"43";"21"
"2020-10-04";"CZ0714";"Hranice";"Z";"20-64";"1";"2";"1"
"2020-08-30";"CZ0207";"Mnichovo HradiötÏ";"Z";"20-64";"1";"2";"1"
"2020-09-15";"CZ0805";"Krava¯e";"M";"65+";"";"2";""
"2020-06-09";"CZ0523";"N·chod";"M";"20-64";"";"3";""
"2020-09-21";"CZ0315";"Vimperk";"M";"0-19";"2";"4";"2"
"2020-04-09";"CZ0714";"P¯erov";"M";"65+";"";"2";""
"2020-07-15";"CZ0511";"»esk· LÌpa";"M";"20-64";"1";"3";"2"
"2020-09-11";"CZ0645";"VeselÌ nad Moravou";"M";"20-64";"2";"4";"2"
"2020-09-27";"CZ0631";"HavlÌËk˘v Brod";"M";"0-19";"2";"4";"2"
"2020-07-27";"CZ0322";"HoraûÔovice";"Z";"65+";"";"2";""
"2020-07-25";"CZ0315";"Prachatice";"M";"20-64";"2";"9";"7"
"2020-09-27";"CZ0423";"Roudnice nad Labem";"M";"0-19";"2";"4";"2"
"2020-10-03";"CZ0514";"Jilemnice";"Z";"20-64";"5";"12";"7"
"2020-03-26";"CZ0635";"éÔ·r nad S·zavou";"M";"20-64";"";"1";""
"2020-04-22";"CZ0645";"VeselÌ nad Moravou";"M";"65+";"";"2";""
"2020-07-03";"CZ0532";"Pardubice";"M";"20-64";"";"1";""
"2020-10-15";"CZ0643";"älapanice";"Z";"65+";"2";"4";"2"
"2020-04-13";"CZ0321";"Domaûlice";"Z";"0-19";"1";"2";"1"
"2020-10-01";"CZ0804";"Nov˝ JiËÌn";"Z";"0-19";"2";"4";"2"
"2020-09-17";"CZ0641";"N/A";"Z";"20-64";"";"1";""
"2020-05-13";"CZ0534";"»esk· T¯ebov·";"Z";"20-64";"";"1";""
"2020-08-23";"CZ0802";"Fr˝dlant nad OstravicÌ";"Z";"65+";"";"1";""
"2020-10-08";"CZ099Y";"N/A";"M";"65+";"1";"1";"0"
"2020-10-07";"CZ0534";"VysokÈ M˝to";"M";"20-64";"13";"34";"21"
"2020-09-30";"CZ0632";"Jihlava";"M";"20-64";"13";"33";"20"
"2020-08-14";"CZ0207";"Mlad· Boleslav";"M";"20-64";"2";"6";"4"
"2020-09-01";"CZ0423";"Lovosice";"M";"0-19";"1";"3";"2"
"2020-10-01";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"20-64";"10";"20";"10"
"2020-08-21";"CZ020B";"Dob¯Ìö";"Z";"20-64";"";"1";""
"2020-09-18";"CZ0202";"N/A";"Z";"20-64";"2";"2";"0"
"2020-10-02";"CZ0316";"VodÚany";"Z";"20-64";"1";"2";"1"
"2020-09-07";"CZ0513";"Liberec";"Z";"20-64";"8";"23";"15"
"2020-10-05";"CZ0803";"Karvin·";"Z";"65+";"";"2";""
"2020-04-08";"CZ0631";"ChotÏbo¯";"Z";"20-64";"1";"4";"3"
"2020-10-03";"CZ0713";"Konice";"Z";"20-64";"";"2";""
"2020-09-27";"CZ0803";"»esk˝ TÏöÌn";"M";"0-19";"1";"2";"1"
"2020-07-10";"CZ0803";"Orlov·";"M";"20-64";"";"15";""
"2020-07-27";"CZ0207";"Mlad· Boleslav";"M";"0-19";"";"1";""
"2020-09-19";"CZ0646";"Slavkov u Brna";"Z";"0-19";"1";"2";"1"
"2020-05-12";"CZ0721";"Byst¯ice pod Host˝nem";"M";"20-64";"1";"2";"1"
"2020-10-07";"CZ0323";"PlzeÚ";"Z";"65+";"9";"18";"9"
"2020-07-09";"CZ0714";"LipnÌk nad BeËvou";"Z";"20-64";"";"4";""
"2020-09-16";"CZ0804";"Kop¯ivnice";"M";"20-64";"4";"4";"0"
"2020-06-03";"CZ0643";"älapanice";"M";"20-64";"";"3";""
"2020-08-20";"CZ0207";"Mlad· Boleslav";"Z";"65+";"";"1";""
"2020-05-28";"CZ0644";"B¯eclav";"Z";"20-64";"";"1";""
"2020-07-09";"CZ0803";"»esk˝ TÏöÌn";"M";"20-64";"";"6";""
"2020-06-27";"CZ0100";"Praha";"M";"20-64";"5";"40";"35"
"2020-05-05";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"20-64";"";"2";""
"2020-05-26";"CZ0803";"»esk˝ TÏöÌn";"M";"65+";"1";"3";"2"
"2020-08-26";"CZ0512";"Jablonec nad Nisou";"Z";"20-64";"";"2";""
"2020-10-09";"CZ020C";"RakovnÌk";"Z";"20-64";"18";"33";"15"
"2020-07-17";"CZ0806";"Ostrava";"Z";"20-64";"";"9";""
"2020-08-05";"CZ0513";"Liberec";"Z";"0-19";"1";"2";"1"
"2020-04-04";"CZ0206";"Neratovice";"Z";"20-64";"2";"6";"4"
"2020-10-14";"CZ0207";"Mlad· Boleslav";"Z";"20-64";"50";"96";"46"
"2020-07-11";"CZ0802";"T¯inec";"M";"0-19";"1";"3";"2"
"2020-08-08";"CZ0632";"Jihlava";"M";"20-64";"1";"3";"2"
"2020-07-15";"CZ0322";"Klatovy";"M";"20-64";"";"2";""
"2020-09-26";"CZ0209";"ÿÌËany";"Z";"0-19";"3";"10";"7"
"2020-06-28";"CZ0325";"N˝¯any";"M";"20-64";"";"1";""
"2020-03-25";"CZ0642";"N/A";"M";"20-64";"2";"1";"-1"
"2020-10-03";"CZ0523";"N·chod";"M";"0-19";"";"2";""
"2020-07-04";"CZ0803";"»esk˝ TÏöÌn";"Z";"20-64";"";"2";""
"2020-08-28";"CZ0722";"UherskÈ HradiötÏ";"Z";"20-64";"";"9";""
"2020-06-21";"CZ0531";"Chrudim";"Z";"65+";"1";"2";"1"
"2020-08-21";"CZ0203";"Kladno";"Z";"20-64";"1";"3";"2"
"2020-09-10";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"65+";"1";"2";"1"
"2020-09-16";"CZ0322";"Suöice";"M";"0-19";"2";"2";"0"
"2020-06-24";"CZ0533";"Litomyöl";"M";"20-64";"";"2";""
"2020-05-06";"CZ0724";"N/A";"Z";"20-64";"";"1";""
"2020-04-25";"CZ020B";"P¯Ìbram";"M";"20-64";"";"6";""
"2020-09-23";"CZ0712";"Litovel";"M";"0-19";"1";"2";"1"
"2020-05-12";"CZ0201";"Vlaöim";"M";"20-64";"";"1";""
"2020-05-31";"CZ0713";"ProstÏjov";"M";"20-64";"";"2";""
"2020-09-13";"CZ0422";"KadaÚ";"M";"20-64";"1";"2";"1"
"2020-04-03";"CZ0523";"Broumov";"Z";"20-64";"";"1";""
"2020-06-07";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"";"1";""
"2020-10-06";"CZ0412";"Karlovy Vary";"M";"0-19";"1";"2";"1"
"2020-07-23";"CZ0205";"Kutn· Hora";"Z";"20-64";"";"2";""
"2020-04-23";"CZ0323";"PlzeÚ";"M";"0-19";"";"1";""
"2020-06-05";"CZ0514";"Turnov";"Z";"20-64";"";"2";""
"2020-03-29";"CZ0806";"Ostrava";"Z";"0-19";"";"1";""
"2020-07-29";"CZ020C";"RakovnÌk";"Z";"20-64";"1";"2";"1"
"2020-04-22";"CZ0645";"Kyjov";"M";"65+";"";"1";""
"2020-10-08";"CZ0521";"Hradec Kr·lovÈ";"Z";"0-19";"";"2";""
"2020-05-11";"CZ0512";"Tanvald";"M";"20-64";"";"4";""
"2020-04-16";"CZ0100";"Praha";"M";"20-64";"13";"165";"152"
"2020-09-30";"CZ0322";"Suöice";"M";"0-19";"1";"2";"1"
"2020-10-16";"CZ0641";"N/A";"Z";"20-64";"14";"11";"-3"
"2020-04-03";"CZ0327";"St¯Ìbro";"Z";"20-64";"";"3";""
"2020-09-15";"CZ0634";"MoravskÈ BudÏjovice";"Z";"20-64";"";"1";""
"2020-06-27";"CZ0321";"Domaûlice";"M";"0-19";"";"1";""
"2020-08-17";"CZ0724";"Vizovice";"Z";"20-64";"1";"2";"1"
"2020-05-04";"CZ0534";"VysokÈ M˝to";"M";"65+";"";"2";""
"2020-09-30";"CZ0646";"Vyökov";"Z";"0-19";"3";"6";"3"
"2020-03-25";"CZ0525";"Trutnov";"Z";"65+";"1";"2";"1"
"2020-10-08";"CZ0643";"Ku¯im";"Z";"65+";"1";"3";"2"
"2020-09-08";"CZ0413";"Sokolov";"M";"20-64";"4";"11";"7"
"2020-10-06";"CZ0724";"ZlÌn";"Z";"65+";"6";"18";"12"
"2020-07-28";"CZ0722";"UherskÈ HradiötÏ";"Z";"20-64";"";"3";""
"2020-08-29";"CZ0642";"Brno";"M";"0-19";"1";"3";"2"
"2020-10-13";"CZ0314";"Milevsko";"M";"20-64";"8";"16";"8"
"2020-09-21";"CZ0631";"HavlÌËk˘v Brod";"Z";"20-64";"2";"7";"5"
"2020-09-13";"CZ020C";"RakovnÌk";"M";"0-19";"2";"5";"3"
"2020-03-20";"CZ0644";"HustopeËe";"M";"65+";"";"2";""
"2020-04-05";"CZ0643";"älapanice";"Z";"65+";"";"2";""
"2020-04-08";"CZ0724";"LuhaËovice";"M";"20-64";"";"4";""
"2020-05-31";"CZ0206";"Neratovice";"Z";"20-64";"";"6";""
"2020-08-15";"CZ0803";"BohumÌn";"M";"65+";"";"1";""
"2020-09-15";"CZ0324";"Stod";"Z";"20-64";"";"2";""
"2020-06-13";"CZ0207";"Mlad· Boleslav";"M";"20-64";"";"1";""
"2020-09-29";"CZ0633";"Humpolec";"Z";"20-64";"2";"3";"1"
"2020-08-26";"CZ0207";"Mnichovo HradiötÏ";"Z";"20-64";"";"1";""
"2020-09-18";"CZ0208";"PodÏbrady";"Z";"0-19";"5";"10";"5"
"2020-10-09";"CZ0315";"Vimperk";"Z";"20-64";"3";"4";"1"
"2020-10-16";"CZ0802";"T¯inec";"M";"20-64";"3";"4";"1"
"2020-07-30";"CZ0202";"Ho¯ovice";"M";"20-64";"";"1";""
"2020-08-01";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"1";"2";"1"
"2020-08-13";"CZ0323";"PlzeÚ";"Z";"0-19";"";"1";""
"2020-08-29";"CZ0802";"Jablunkov";"Z";"20-64";"1";"3";"2"
"2020-04-09";"CZ0804";"Nov˝ JiËÌn";"M";"20-64";"";"4";""
"2020-04-08";"CZ0201";"Vlaöim";"Z";"65+";"";"1";""
"2020-10-06";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"65+";"";"1";""
"2020-09-26";"CZ0513";"Liberec";"M";"0-19";"5";"12";"7"
"2020-04-01";"CZ0512";"Jablonec nad Nisou";"M";"20-64";"";"6";""
"2020-06-27";"CZ0802";"T¯inec";"M";"20-64";"4";"15";"11"
"2020-10-06";"CZ0525";"Dv˘r Kr·lovÈ nad Labem";"Z";"20-64";"1";"2";"1"
"2020-05-12";"CZ0712";"äternberk";"Z";"65+";"";"2";""
"2020-04-12";"CZ0532";"Pardubice";"Z";"65+";"";"4";""
"2020-09-28";"CZ0534";"Kr·lÌky";"Z";"65+";"1";"2";"1"
"2020-08-01";"CZ020B";"SedlËany";"M";"20-64";"";"2";""
"2020-10-11";"CZ0724";"ValaöskÈ Klobouky";"Z";"0-19";"1";"2";"1"
"2020-03-26";"CZ0806";"Ostrava";"M";"65+";"1";"3";"2"
"2020-10-11";"CZ0208";"PodÏbrady";"M";"20-64";"2";"2";"0"
"2020-10-08";"CZ0801";"Krnov";"Z";"0-19";"";"2";""
"2020-06-01";"CZ0802";"Jablunkov";"Z";"20-64";"";"2";""
"2020-09-04";"CZ0806";"Ostrava";"Z";"65+";"1";"2";"1"
"2020-09-23";"CZ020B";"P¯Ìbram";"Z";"20-64";"5";"11";"6"
"2020-04-11";"CZ0321";"Domaûlice";"M";"65+";"1";"4";"3"
"2020-03-19";"CZ0712";"Olomouc";"Z";"20-64";"";"1";""
"2020-04-22";"CZ0802";"Fr˝dlant nad OstravicÌ";"M";"20-64";"";"1";""
"2020-10-14";"CZ0327";"St¯Ìbro";"Z";"65+";"1";"2";"1"
"2020-10-03";"CZ0424";"éatec";"M";"20-64";"4";"9";"5"
"2020-04-24";"CZ0203";"Kladno";"M";"65+";"";"1";""
"2020-06-02";"CZ099Y";"N/A";"M";"65+";"4";"6";"2"
"2020-09-05";"CZ0323";"PlzeÚ";"M";"20-64";"8";"14";"6"
"2020-10-07";"CZ0723";"Roûnov pod RadhoötÏm";"Z";"0-19";"3";"6";"3"
"2020-09-18";"CZ0513";"Liberec";"M";"20-64";"13";"31";"18"
"2020-09-20";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"3";"4";"1"
"2020-09-23";"CZ0423";"Lovosice";"M";"0-19";"1";"1";"0"
"2020-09-30";"CZ0641";"Blansko";"M";"65+";"2";"4";"2"
"2020-07-27";"CZ0714";"P¯erov";"Z";"20-64";"";"1";""
"2020-09-29";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"65+";"";"1";""
"2020-04-29";"CZ0806";"Ostrava";"Z";"20-64";"2";"29";"27"
"2020-05-12";"CZ0327";"Tachov";"M";"20-64";"";"2";""
"2020-05-14";"CZ0421";"Varnsdorf";"M";"20-64";"1";"2";"1"
"2020-09-16";"CZ0323";"PlzeÚ";"Z";"65+";"5";"12";"7"
"2020-09-16";"CZ0203";"Slan˝";"M";"65+";"1";"2";"1"
"2020-08-03";"CZ0632";"Jihlava";"Z";"20-64";"1";"3";"2"
"2020-09-23";"CZ0531";"Chrudim";"M";"0-19";"2";"5";"3"
"2020-10-16";"CZ0803";"BohumÌn";"M";"65+";"2";"2";"0"
"2020-09-03";"CZ0412";"Karlovy Vary";"Z";"20-64";"3";"6";"3"
"2020-08-29";"CZ0205";"Kutn· Hora";"M";"20-64";"";"2";""
"2020-07-23";"CZ0724";"Vizovice";"M";"20-64";"";"2";""
"2020-09-25";"CZ0201";"Beneöov";"Z";"20-64";"5";"17";"12"
"2020-10-16";"CZ0201";"Beneöov";"M";"0-19";"3";"6";"3"
"2020-05-07";"CZ0422";"Chomutov";"M";"65+";"";"1";""
"2020-07-30";"CZ0100";"Praha";"Z";"0-19";"7";"23";"16"
"2020-07-05";"CZ020A";"»ernoöice";"Z";"20-64";"";"3";""
"2020-07-26";"CZ020A";"»ernoöice";"M";"0-19";"";"1";""
"2020-07-10";"CZ0712";"Litovel";"Z";"65+";"";"6";""
"2020-09-04";"CZ0315";"Vimperk";"M";"0-19";"1";"2";"1"
"2020-08-19";"CZ0532";"P¯elouË";"M";"20-64";"";"1";""
"2020-05-05";"CZ0712";"UniËov";"Z";"20-64";"1";"2";"1"
"2020-06-07";"CZ0206";"Kralupy nad Vltavou";"M";"65+";"";"1";""
"2020-10-12";"CZ0533";"Litomyöl";"Z";"20-64";"10";"21";"11"
"2020-06-15";"CZ0311";"»eskÈ BudÏjovice";"Z";"65+";"";"1";""
"2020-10-07";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"Z";"65+";"1";"2";"1"
"2020-10-07";"CZ0523";"JaromÏ¯";"Z";"65+";"1";"2";"1"
"2020-09-18";"CZ0425";"Most";"Z";"0-19";"1";"1";"0"
"2020-08-27";"CZ0804";"Nov˝ JiËÌn";"Z";"20-64";"";"1";""
"2020-10-01";"CZ0525";"Dv˘r Kr·lovÈ nad Labem";"Z";"65+";"1";"2";"1"
"2020-08-26";"CZ020B";"SedlËany";"Z";"20-64";"1";"3";"2"
"2020-10-07";"CZ0523";"Broumov";"M";"0-19";"1";"2";"1"
"2020-05-03";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"0-19";"";"1";""
"2020-03-23";"CZ0427";"⁄stÌ nad Labem";"Z";"20-64";"";"2";""
"2020-05-28";"CZ0803";"HavÌ¯ov";"M";"65+";"";"3";""
"2020-06-07";"CZ0523";"N·chod";"M";"20-64";"";"1";""
"2020-04-22";"CZ0724";"LuhaËovice";"Z";"20-64";"";"2";""
"2020-10-12";"CZ0642";"Brno";"Z";"65+";"10";"21";"11"
"2020-04-26";"CZ0423";"LitomÏ¯ice";"M";"65+";"";"1";""
"2020-09-18";"CZ0201";"N/A";"Z";"20-64";"1";"1";"0"
"2020-09-01";"CZ0311";"»eskÈ BudÏjovice";"Z";"20-64";"1";"8";"7"
"2020-05-04";"CZ0802";"Fr˝dek-MÌstek";"Z";"65+";"";"1";""
"2020-10-13";"CZ0322";"Suöice";"Z";"0-19";"2";"4";"2"
"2020-10-15";"CZ0514";"Jilemnice";"Z";"65+";"2";"4";"2"
"2020-10-11";"CZ0204";"»esk˝ Brod";"Z";"0-19";"1";"2";"1"
"2020-10-03";"CZ0533";"Svitavy";"Z";"20-64";"2";"4";"2"
"2020-08-06";"CZ0325";"Kralovice";"M";"20-64";"";"1";""
"2020-06-01";"CZ0803";"Orlov·";"Z";"20-64";"2";"4";"2"
"2020-09-16";"CZ0802";"T¯inec";"Z";"65+";"1";"2";"1"
"2020-07-06";"CZ0424";"éatec";"M";"20-64";"";"1";""
"2020-09-09";"CZ0805";"Opava";"M";"20-64";"3";"5";"2"
"2020-09-02";"CZ0512";"Jablonec nad Nisou";"M";"20-64";"2";"5";"3"
"2020-08-24";"CZ020A";"»ernoöice";"Z";"0-19";"2";"5";"3"
"2020-07-11";"CZ0805";"HluËÌn";"Z";"20-64";"";"1";""
"2020-04-03";"CZ0712";"Olomouc";"Z";"20-64";"5";"14";"9"
"2020-10-06";"CZ0206";"Neratovice";"Z";"20-64";"5";"15";"10"
"2020-09-21";"CZ099Y";"N/A";"Z";"20-64";"5";"6";"1"
"2020-03-28";"CZ0209";"Brand˝s n.L.- St.Boleslav";"M";"0-19";"";"1";""
"2020-08-10";"CZ0631";"SvÏtl· nad S·zavou";"Z";"20-64";"";"3";""
"2020-05-17";"CZ0324";"P¯eötice";"M";"20-64";"";"2";""
"2020-09-26";"CZ0427";"⁄stÌ nad Labem";"M";"0-19";"2";"4";"2"
"2020-10-03";"CZ0204";"KolÌn";"M";"20-64";"8";"16";"8"
"2020-09-08";"CZ0204";"N/A";"Z";"20-64";"1";"1";"0"
"2020-10-08";"CZ0205";"»·slav";"Z";"0-19";"1";"2";"1"
"2020-04-20";"CZ0323";"PlzeÚ";"M";"20-64";"1";"7";"6"
"2020-06-29";"CZ0712";"UniËov";"M";"0-19";"";"4";""
"2020-10-16";"CZ0322";"HoraûÔovice";"M";"20-64";"4";"6";"2"
"2020-04-02";"CZ0100";"Praha";"M";"65+";"9";"39";"30"
"2020-10-11";"CZ020B";"SedlËany";"M";"65+";"1";"2";"1"
"2020-07-24";"CZ0633";"Pelh¯imov";"Z";"20-64";"";"2";""
"2020-06-23";"CZ0635";"VelkÈ Mezi¯ÌËÌ";"Z";"20-64";"";"1";""
"2020-06-19";"CZ0644";"B¯eclav";"Z";"65+";"";"2";""
"2020-09-25";"CZ0321";"Domaûlice";"Z";"20-64";"1";"1";"0"
"2020-08-06";"CZ0426";"Teplice";"Z";"20-64";"";"3";""
"2020-10-10";"CZ0645";"VeselÌ nad Moravou";"Z";"20-64";"10";"20";"10"
"2020-06-10";"CZ0721";"Byst¯ice pod Host˝nem";"Z";"20-64";"";"1";""
"2020-10-16";"CZ0325";"N/A";"Z";"0-19";"1";"1";"0"
"2020-09-25";"CZ0633";"Pelh¯imov";"Z";"0-19";"2";"4";"2"
"2020-07-27";"CZ0209";"ÿÌËany";"M";"0-19";"";"2";""
"2020-03-18";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"2";"8";"6"
"2020-10-12";"CZ0713";"ProstÏjov";"Z";"65+";"3";"6";"3"
"2020-09-28";"CZ0805";"Opava";"Z";"65+";"1";"3";"2"
"2020-05-16";"CZ0100";"Praha";"Z";"65+";"";"14";""
"2020-03-29";"CZ0642";"Brno";"M";"65+";"";"2";""
"2020-09-07";"CZ0722";"UherskÈ HradiötÏ";"M";"20-64";"1";"";""
"2020-03-22";"CZ0532";"Pardubice";"M";"20-64";"1";"";""
"2020-10-04";"CZ0209";"Brand˝s n.L.- St.Boleslav";"Z";"0-19";"1";"";""
"2020-09-02";"CZ0322";"HoraûÔovice";"M";"20-64";"1";"";""
"2020-06-08";"CZ0803";"Orlov·";"Z";"65+";"1";"";""
"2020-07-23";"CZ0646";"Slavkov u Brna";"M";"0-19";"3";"";""
"2020-06-03";"CZ0427";"⁄stÌ nad Labem";"Z";"0-19";"1";"";""
"2020-09-22";"CZ0646";"BuËovice";"Z";"65+";"1";"";""
"2020-10-14";"CZ0327";"Tachov";"Z";"0-19";"1";"";""
"2020-04-26";"CZ0724";"Otrokovice";"M";"20-64";"1";"";""
"2020-08-08";"CZ0311";"»eskÈ BudÏjovice";"Z";"20-64";"1";"";""
"2020-07-31";"CZ0803";"Orlov·";"Z";"0-19";"1";"";""
"2020-06-08";"CZ0712";"Litovel";"M";"65+";"3";"";""
"2020-04-03";"CZ0411";"Cheb";"M";"20-64";"1";"";""
"2020-10-07";"CZ0646";"BuËovice";"M";"65+";"1";"";""
"2020-04-21";"CZ0205";"»·slav";"Z";"20-64";"1";"";""
"2020-10-09";"CZ0316";"N/A";"Z";"0-19";"1";"";""
"2020-05-26";"CZ0721";"KromÏ¯Ìû";"M";"20-64";"1";"";""
"2020-10-04";"CZ0322";"Klatovy";"M";"0-19";"3";"";""
"2020-04-03";"CZ0712";"äternberk";"M";"20-64";"1";"";""
"2020-10-05";"CZ0524";"Rychnov nad KnÏûnou";"M";"20-64";"6";"";""
"2020-04-06";"CZ0207";"Mlad· Boleslav";"M";"0-19";"1";"";""
"2020-09-28";"CZ0712";"UniËov";"Z";"20-64";"1";"";""
"2020-09-09";"CZ0427";"⁄stÌ nad Labem";"Z";"0-19";"1";"";""
"2020-06-24";"CZ0721";"Byst¯ice pod Host˝nem";"Z";"20-64";"1";"";""
"2020-10-16";"CZ0423";"N/A";"M";"";"1";"";""
"2020-07-21";"CZ0802";"N/A";"M";"65+";"1";"";""
"2020-07-28";"CZ0631";"HavlÌËk˘v Brod";"M";"65+";"1";"";""
"2020-05-14";"CZ0724";"ZlÌn";"Z";"20-64";"1";"";""
"2020-06-14";"CZ0209";"ÿÌËany";"Z";"65+";"1";"";""
"2020-08-01";"CZ0411";"Mari·nskÈ L·znÏ";"Z";"20-64";"1";"";""
"2020-10-02";"CZ0511";"»esk· LÌpa";"M";"0-19";"3";"";""
"2020-09-15";"CZ0643";"Tiönov";"Z";"20-64";"1";"";""
"2020-09-09";"CZ0643";"IvanËice";"M";"20-64";"1";"";""
"2020-04-06";"CZ0201";"Votice";"M";"20-64";"1";"";""
"2020-05-30";"CZ0646";"Vyökov";"M";"20-64";"1";"";""
"2020-09-10";"CZ0323";"N/A";"Z";"20-64";"1";"";""
"2020-04-27";"CZ0631";"SvÏtl· nad S·zavou";"M";"20-64";"1";"";""
"2020-09-07";"CZ0632";"Jihlava";"M";"0-19";"1";"";""
"2020-10-16";"CZ0205";"»·slav";"M";"0-19";"2";"";""
"2020-09-17";"CZ0512";"éelezn˝ Brod";"Z";"20-64";"1";"";""
"2020-10-10";"CZ0421";"DÏËÌn";"M";"0-19";"2";"";""
"2020-09-19";"CZ0525";"Dv˘r Kr·lovÈ nad Labem";"Z";"20-64";"1";"";""
"2020-05-13";"CZ0713";"ProstÏjov";"Z";"0-19";"1";"";""
"2020-06-10";"CZ0533";"Litomyöl";"M";"20-64";"1";"";""
"2020-10-08";"CZ0311";"TrhovÈ Sviny";"M";"0-19";"1";"";""
"2020-08-28";"CZ0316";"Strakonice";"M";"65+";"1";"";""
"2020-10-09";"CZ0421";"Rumburk";"Z";"65+";"1";"";""
"2020-10-08";"CZ0209";"ÿÌËany";"M";"0-19";"3";"3";"0"
"2020-10-03";"CZ0513";"Liberec";"Z";"20-64";"36";"82";"46"
"2020-09-14";"CZ0643";"älapanice";"Z";"20-64";"1";"9";"8"
"2020-03-23";"CZ0421";"DÏËÌn";"Z";"65+";"";"1";""
"2020-04-25";"CZ0531";"Chrudim";"Z";"65+";"";"2";""
"2020-06-06";"CZ0411";"Cheb";"M";"20-64";"";"6";""
"2020-07-08";"CZ0712";"Litovel";"M";"65+";"";"2";""
"2020-03-09";"CZ0723";"Roûnov pod RadhoötÏm";"Z";"20-64";"";"3";""
"2020-09-17";"CZ0324";"Stod";"Z";"65+";"1";"2";"1"
"2020-09-04";"CZ0324";"Blovice";"Z";"20-64";"";"1";""
"2020-09-02";"CZ0203";"Slan˝";"M";"20-64";"2";"2";"0"
"2020-09-10";"CZ0643";"Ku¯im";"Z";"20-64";"1";"2";"1"
"2020-10-13";"CZ0644";"Mikulov";"M";"20-64";"2";"2";"0"
"2020-05-04";"CZ0423";"LitomÏ¯ice";"Z";"20-64";"";"15";""
"2020-09-17";"CZ0642";"N/A";"M";"20-64";"";"1";""
"2020-06-15";"CZ0723";"ValaöskÈ Mezi¯ÌËÌ";"M";"0-19";"";"1";""
"2020-10-07";"CZ0805";"HluËÌn";"Z";"0-19";"2";"4";"2"
"2020-09-25";"CZ099Y";"N/A";"Z";"65+";"1";"1";"0"
"2020-04-15";"CZ0316";"Strakonice";"Z";"65+";"";"2";""
"2020-10-15";"CZ0325";"N˝¯any";"M";"20-64";"24";"48";"24"
"2020-08-19";"CZ0805";"Krava¯e";"Z";"0-19";"1";"2";"1"
"2020-10-16";"CZ0805";"N/A";"Z";"20-64";"5";"5";"0"
